checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship_status
0 <= ... < 200 DM,57,delay in paying off in the past,others,5700,unknown / no savings account,... < 1 year,3,male,co-applicant,3,"car or other, not in savings account",19,stores,for free,1,skilled employee / official,2,"yes, registered under customer's name",no,1,single
0 <= ... < 200 DM,25,critical account / other credits existing (not at this bank),business,1602,100 <= ... < 500 DM,unemployed,1,female,co-applicant,1,"car or other, not in savings account",20,stores,rent,4,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",no,1,divorced/separated
0 <= ... < 200 DM,4,delay in paying off in the past,business,1587,... >= 1000 DM,1 <= ... < 4 years,3,female,none,4,"car or other, not in savings account",39,stores,for free,4,skilled employee / official,2,none,yes,1,married/widowed
... < 0 DM,27,existing credits paid back duly till now,car (used),3343,... < 100 DM,unemployed,2,male,none,3,"car or other, not in savings account",37,bank,for free,3,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",no,1,single
... >= 200 DM / salary assignments for at least 1 year,43,existing credits paid back duly till now,education,2158,unknown / no savings account,unemployed,2,female,co-applicant,2,"car or other, not in savings account",65,none,own,4,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",yes,2,single
... >= 200 DM / salary assignments for at least 1 year,19,delay in paying off in the past,retraining,3389,500 <= ... < 1000 DM,... >= 7 years,4,female,none,3,building society savings agreement / life insurance,36,none,own,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,13,existing credits paid back duly till now,car (new),11239,... < 100 DM,unemployed,4,female,none,2,unknown / no property,30,none,own,3,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
... < 0 DM,15,no credits taken / all credits paid back duly,business,3462,unknown / no savings account,unemployed,2,female,none,2,"car or other, not in savings account",25,none,own,1,unskilled - resident,1,none,no,1,single
no checking account,26,critical account / other credits existing (not at this bank),business,2712,unknown / no savings account,1 <= ... < 4 years,1,female,co-applicant,4,building society savings agreement / life insurance,43,stores,for free,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,17,existing credits paid back duly till now,business,6034,... >= 1000 DM,1 <= ... < 4 years,2,male,guarantor,2,unknown / no property,64,none,own,4,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,2,married/widowed
... < 0 DM,49,all credits at this bank paid back duly,business,12463,500 <= ... < 1000 DM,unemployed,1,male,guarantor,4,unknown / no property,54,stores,rent,2,skilled employee / official,1,none,yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,45,delay in paying off in the past,business,3646,100 <= ... < 500 DM,... < 1 year,1,male,guarantor,2,building society savings agreement / life insurance,39,bank,for free,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,14,critical account / other credits existing (not at this bank),car (new),456,500 <= ... < 1000 DM,unemployed,4,female,co-applicant,1,"car or other, not in savings account",25,none,rent,1,unskilled - resident,1,none,yes,1,divorced/separated
no checking account,67,delay in paying off in the past,others,4483,100 <= ... < 500 DM,... >= 7 years,4,male,guarantor,4,real estate,53,none,rent,2,management / self-employed / highly qualified employee / officer,1,none,no,1,single
0 <= ... < 200 DM,21,no credits taken / all credits paid back duly,others,15945,100 <= ... < 500 DM,... >= 7 years,3,female,co-applicant,2,unknown / no property,35,stores,rent,2,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",no,1,divorced/separated
... < 0 DM,15,critical account / other credits existing (not at this bank),furniture/equipment,1349,500 <= ... < 1000 DM,unemployed,2,male,none,4,unknown / no property,50,bank,for free,1,unskilled - resident,2,none,no,1,single
no checking account,21,existing credits paid back duly till now,radio/television,4169,... >= 1000 DM,... >= 7 years,3,male,none,2,building society savings agreement / life insurance,20,none,rent,2,skilled employee / official,2,"yes, registered under customer's name",no,1,married/widowed
... < 0 DM,22,all credits at this bank paid back duly,radio/television,4139,500 <= ... < 1000 DM,4 <= ... < 7 years,1,male,guarantor,4,"car or other, not in savings account",25,bank,for free,1,unemployed / unskilled - non-resident,2,none,yes,2,single
0 <= ... < 200 DM,30,delay in paying off in the past,radio/television,1639,unknown / no savings account,... >= 7 years,2,male,co-applicant,1,unknown / no property,62,bank,for free,2,unskilled - resident,1,"yes, registered under customer's name",no,1,single
... < 0 DM,6,no credits taken / all credits paid back duly,education,4472,100 <= ... < 500 DM,... >= 7 years,4,male,co-applicant,2,unknown / no property,37,bank,own,3,unskilled - resident,2,"yes, registered under customer's name",yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,17,existing credits paid back duly till now,others,8901,... >= 1000 DM,1 <= ... < 4 years,2,male,none,2,unknown / no property,23,none,own,2,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",no,1,single
... < 0 DM,46,existing credits paid back duly till now,radio/television,6393,500 <= ... < 1000 DM,unemployed,4,male,none,3,"car or other, not in savings account",22,stores,for free,3,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",no,2,married/widowed
0 <= ... < 200 DM,42,existing credits paid back duly till now,car (new),1275,... < 100 DM,1 <= ... < 4 years,4,female,co-applicant,2,"car or other, not in savings account",22,bank,own,3,unskilled - resident,1,none,no,2,divorced/separated
0 <= ... < 200 DM,25,existing credits paid back duly till now,others,4428,unknown / no savings account,1 <= ... < 4 years,3,male,co-applicant,4,real estate,54,none,own,2,unemployed / unskilled - non-resident,1,none,yes,1,married/widowed
... < 0 DM,23,critical account / other credits existing (not at this bank),repairs,4294,100 <= ... < 500 DM,... >= 7 years,3,female,co-applicant,3,real estate,30,stores,for free,2,unskilled - resident,2,"yes, registered under customer's name",no,1,single
... < 0 DM,13,existing credits paid back duly till now,repairs,4034,... < 100 DM,... >= 7 years,2,male,co-applicant,3,"car or other, not in savings account",20,stores,own,2,skilled employee / official,2,none,no,1,single
... >= 200 DM / salary assignments for at least 1 year,13,all credits at this bank paid back duly,car (used),2435,100 <= ... < 500 DM,... >= 7 years,4,female,guarantor,1,unknown / no property,56,stores,for free,3,unemployed / unskilled - non-resident,1,none,no,2,married/widowed
... < 0 DM,22,all credits at this bank paid back duly,others,2016,... < 100 DM,... >= 7 years,2,male,guarantor,2,building society savings agreement / life insurance,45,bank,own,3,unemployed / unskilled - non-resident,2,none,no,2,married/widowed
0 <= ... < 200 DM,27,no credits taken / all credits paid back duly,car (new),2537,500 <= ... < 1000 DM,... >= 7 years,3,female,none,3,building society savings agreement / life insurance,19,bank,own,2,skilled employee / official,2,"yes, registered under customer's name",yes,2,single
... < 0 DM,52,delay in paying off in the past,radio/television,11571,... >= 1000 DM,... < 1 year,1,male,co-applicant,3,building society savings agreement / life insurance,46,stores,for free,4,unskilled - resident,2,none,no,1,married/widowed
... < 0 DM,33,critical account / other credits existing (not at this bank),education,6800,unknown / no savings account,4 <= ... < 7 years,3,male,co-applicant,4,building society savings agreement / life insurance,39,stores,for free,4,unskilled - resident,1,none,yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,34,no credits taken / all credits paid back duly,education,1973,... < 100 DM,4 <= ... < 7 years,3,male,co-applicant,4,unknown / no property,37,stores,own,2,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",no,1,single
0 <= ... < 200 DM,23,all credits at this bank paid back duly,others,10934,... >= 1000 DM,4 <= ... < 7 years,3,female,co-applicant,3,building society savings agreement / life insurance,35,bank,for free,2,unskilled - resident,2,"yes, registered under customer's name",yes,1,single
... < 0 DM,23,existing credits paid back duly till now,radio/television,1812,500 <= ... < 1000 DM,unemployed,1,male,co-applicant,4,"car or other, not in savings account",27,none,for free,1,management / self-employed / highly qualified employee / officer,1,none,no,1,single
... < 0 DM,53,critical account / other credits existing (not at this bank),others,1471,... >= 1000 DM,... < 1 year,2,male,guarantor,3,"car or other, not in savings account",23,none,own,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,single
no checking account,20,delay in paying off in the past,education,11923,... >= 1000 DM,1 <= ... < 4 years,1,male,none,4,building society savings agreement / life insurance,45,none,rent,3,management / self-employed / highly qualified employee / officer,1,none,no,2,single
... < 0 DM,7,critical account / other credits existing (not at this bank),repairs,1327,100 <= ... < 500 DM,... >= 7 years,4,male,guarantor,2,building society savings agreement / life insurance,52,bank,for free,3,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",no,1,divorced/separated
no checking account,18,existing credits paid back duly till now,car (used),4810,unknown / no savings account,1 <= ... < 4 years,3,male,none,4,real estate,65,none,own,4,unskilled - resident,1,"yes, registered under customer's name",no,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,19,existing credits paid back duly till now,business,12427,... < 100 DM,1 <= ... < 4 years,4,male,none,1,unknown / no property,49,bank,for free,1,unemployed / unskilled - non-resident,1,none,yes,2,married/widowed
no checking account,29,existing credits paid back duly till now,car (used),12437,... < 100 DM,... >= 7 years,4,male,none,3,unknown / no property,61,bank,rent,4,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",no,2,divorced/separated
... < 0 DM,19,critical account / other credits existing (not at this bank),domestic appliances,12066,unknown / no savings account,unemployed,1,male,guarantor,4,real estate,29,stores,own,3,unskilled - resident,2,none,yes,1,single
... < 0 DM,42,delay in paying off in the past,education,5464,... >= 1000 DM,4 <= ... < 7 years,1,male,none,2,building society savings agreement / life insurance,39,stores,rent,2,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",no,1,married/widowed
... < 0 DM,39,delay in paying off in the past,car (used),11431,... < 100 DM,... < 1 year,3,female,none,1,unknown / no property,22,stores,for free,3,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",no,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,34,existing credits paid back duly till now,car (used),1269,100 <= ... < 500 DM,1 <= ... < 4 years,2,male,none,1,real estate,54,none,own,1,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,22,critical account / other credits existing (not at this bank),car (used),12426,... < 100 DM,1 <= ... < 4 years,1,female,guarantor,2,"car or other, not in savings account",50,bank,own,3,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,8,critical account / other credits existing (not at this bank),education,15945,500 <= ... < 1000 DM,4 <= ... < 7 years,1,female,none,3,unknown / no property,38,none,for free,2,unskilled - resident,2,"yes, registered under customer's name",no,2,single
0 <= ... < 200 DM,29,no credits taken / all credits paid back duly,domestic appliances,13413,500 <= ... < 1000 DM,... < 1 year,2,male,none,1,unknown / no property,66,none,rent,3,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,28,delay in paying off in the past,domestic appliances,8605,... < 100 DM,1 <= ... < 4 years,4,male,none,4,unknown / no property,40,bank,own,2,skilled employee / official,1,none,yes,2,single
... >= 200 DM / salary assignments for at least 1 year,22,delay in paying off in the past,repairs,1289,100 <= ... < 500 DM,... >= 7 years,2,male,none,3,"car or other, not in savings account",40,stores,own,1,unemployed / unskilled - non-resident,1,none,yes,1,married/widowed
0 <= ... < 200 DM,20,no credits taken / all credits paid back duly,business,4581,... < 100 DM,... >= 7 years,3,male,co-applicant,1,"car or other, not in savings account",41,none,rent,1,skilled employee / official,2,none,no,1,single
no checking account,6,all credits at this bank paid back duly,business,2494,... < 100 DM,1 <= ... < 4 years,3,male,co-applicant,1,real estate,30,bank,own,4,unskilled - resident,1,none,no,1,single
... < 0 DM,4,delay in paying off in the past,furniture/equipment,1883,... >= 1000 DM,1 <= ... < 4 years,1,female,none,2,"car or other, not in savings account",26,stores,own,2,skilled employee / official,1,none,yes,1,married/widowed
... < 0 DM,4,existing credits paid back duly till now,car (new),15945,... < 100 DM,1 <= ... < 4 years,3,female,co-applicant,2,real estate,41,stores,for free,3,unemployed / unskilled - non-resident,2,none,yes,2,married/widowed
no checking account,4,no credits taken / all credits paid back duly,domestic appliances,2056,... < 100 DM,1 <= ... < 4 years,4,male,guarantor,2,building society savings agreement / life insurance,28,stores,own,3,unemployed / unskilled - non-resident,2,none,yes,1,divorced/separated
no checking account,29,no credits taken / all credits paid back duly,car (new),13063,500 <= ... < 1000 DM,4 <= ... < 7 years,1,male,guarantor,1,building society savings agreement / life insurance,58,none,rent,3,skilled employee / official,2,"yes, registered under customer's name",no,1,single
0 <= ... < 200 DM,64,critical account / other credits existing (not at this bank),car (new),250,... < 100 DM,4 <= ... < 7 years,3,male,none,4,real estate,28,stores,rent,2,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",no,2,divorced/separated
... < 0 DM,18,critical account / other credits existing (not at this bank),radio/television,8638,... < 100 DM,... >= 7 years,2,female,none,1,building society savings agreement / life insurance,48,none,rent,3,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",no,1,divorced/separated
... < 0 DM,21,no credits taken / all credits paid back duly,radio/television,7977,500 <= ... < 1000 DM,... < 1 year,1,male,co-applicant,2,building society savings agreement / life insurance,53,none,for free,4,skilled employee / official,2,none,no,1,divorced/separated
... < 0 DM,26,no credits taken / all credits paid back duly,repairs,4314,100 <= ... < 500 DM,1 <= ... < 4 years,4,female,none,3,unknown / no property,27,none,for free,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",no,2,married/widowed
0 <= ... < 200 DM,23,critical account / other credits existing (not at this bank),business,5693,unknown / no savings account,unemployed,2,female,none,1,"car or other, not in savings account",27,stores,rent,1,unemployed / unskilled - non-resident,1,none,yes,1,single
0 <= ... < 200 DM,12,all credits at this bank paid back duly,repairs,14700,500 <= ... < 1000 DM,unemployed,3,male,co-applicant,1,"car or other, not in savings account",37,bank,own,1,skilled employee / official,1,none,yes,1,married/widowed
no checking account,15,delay in paying off in the past,radio/television,1992,... >= 1000 DM,... >= 7 years,3,female,guarantor,1,unknown / no property,30,bank,own,4,unskilled - resident,2,"yes, registered under customer's name",yes,2,married/widowed
no checking account,17,no credits taken / all credits paid back duly,car (new),4007,... < 100 DM,4 <= ... < 7 years,2,female,co-applicant,2,unknown / no property,35,stores,rent,4,unskilled - resident,1,none,yes,2,single
... >= 200 DM / salary assignments for at least 1 year,22,no credits taken / all credits paid back duly,car (new),8895,500 <= ... < 1000 DM,... >= 7 years,2,female,guarantor,1,unknown / no property,34,bank,own,3,unemployed / unskilled - non-resident,1,none,yes,2,divorced/separated
... < 0 DM,25,existing credits paid back duly till now,car (used),1878,500 <= ... < 1000 DM,1 <= ... < 4 years,3,female,guarantor,3,building society savings agreement / life insurance,19,none,own,2,unemployed / unskilled - non-resident,2,none,no,1,single
no checking account,9,delay in paying off in the past,car (used),6640,... >= 1000 DM,unemployed,4,female,none,4,"car or other, not in savings account",33,stores,for free,3,unskilled - resident,1,"yes, registered under customer's name",no,2,single
... >= 200 DM / salary assignments for at least 1 year,7,critical account / other credits existing (not at this bank),radio/television,2096,500 <= ... < 1000 DM,4 <= ... < 7 years,1,female,guarantor,1,real estate,40,stores,for free,3,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",no,1,single
... < 0 DM,11,all credits at this bank paid back duly,car (used),1901,... < 100 DM,... < 1 year,1,female,guarantor,3,real estate,46,bank,own,1,unemployed / unskilled - non-resident,1,none,yes,2,single
... < 0 DM,22,no credits taken / all credits paid back duly,furniture/equipment,844,500 <= ... < 1000 DM,... >= 7 years,1,male,guarantor,2,real estate,38,stores,for free,4,unskilled - resident,1,"yes, registered under customer's name",no,1,single
0 <= ... < 200 DM,32,existing credits paid back duly till now,car (new),474,... >= 1000 DM,unemployed,1,female,none,1,unknown / no property,32,none,rent,2,skilled employee / official,1,"yes, registered under customer's name",no,2,married/widowed
... < 0 DM,52,critical account / other credits existing (not at this bank),domestic appliances,13029,... >= 1000 DM,unemployed,4,male,none,2,unknown / no property,34,stores,rent,3,skilled employee / official,2,none,yes,1,married/widowed
... < 0 DM,42,existing credits paid back duly till now,retraining,1285,unknown / no savings account,1 <= ... < 4 years,3,male,guarantor,3,"car or other, not in savings account",42,none,for free,1,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",no,2,single
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,2577,... < 100 DM,... >= 7 years,4,male,guarantor,3,unknown / no property,26,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,5,existing credits paid back duly till now,others,1200,100 <= ... < 500 DM,... < 1 year,2,male,none,3,real estate,56,none,for free,1,skilled employee / official,2,"yes, registered under customer's name",no,2,married/widowed
no checking account,18,no credits taken / all credits paid back duly,furniture/equipment,8091,... < 100 DM,... < 1 year,4,female,none,2,building society savings agreement / life insurance,25,stores,for free,4,management / self-employed / highly qualified employee / officer,1,none,no,2,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,business,3036,... >= 1000 DM,4 <= ... < 7 years,3,male,guarantor,4,real estate,22,none,for free,1,management / self-employed / highly qualified employee / officer,2,none,yes,2,married/widowed
0 <= ... < 200 DM,19,no credits taken / all credits paid back duly,retraining,1455,100 <= ... < 500 DM,unemployed,3,female,guarantor,2,"car or other, not in savings account",51,stores,rent,1,skilled employee / official,2,"yes, registered under customer's name",no,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,55,existing credits paid back duly till now,others,1674,500 <= ... < 1000 DM,unemployed,1,female,guarantor,4,real estate,45,bank,rent,3,unskilled - resident,1,"yes, registered under customer's name",no,1,married/widowed
0 <= ... < 200 DM,23,existing credits paid back duly till now,repairs,857,100 <= ... < 500 DM,1 <= ... < 4 years,1,female,none,4,unknown / no property,38,none,rent,2,management / self-employed / highly qualified employee / officer,2,none,no,2,divorced/separated
... < 0 DM,8,all credits at this bank paid back duly,education,10588,... < 100 DM,1 <= ... < 4 years,3,female,guarantor,4,"car or other, not in savings account",56,stores,own,4,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",no,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,23,no credits taken / all credits paid back duly,education,2873,500 <= ... < 1000 DM,... >= 7 years,4,male,guarantor,4,"car or other, not in savings account",39,stores,own,1,unskilled - resident,2,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,4,delay in paying off in the past,education,15945,... >= 1000 DM,... < 1 year,2,male,none,4,unknown / no property,36,stores,rent,2,unskilled - resident,1,none,yes,1,married/widowed
no checking account,33,critical account / other credits existing (not at this bank),radio/television,9826,... < 100 DM,... < 1 year,4,male,none,3,"car or other, not in savings account",42,none,for free,4,unskilled - resident,2,"yes, registered under customer's name",yes,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,12,delay in paying off in the past,business,2418,... >= 1000 DM,unemployed,3,male,co-applicant,1,unknown / no property,62,none,rent,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,31,all credits at this bank paid back duly,business,5168,unknown / no savings account,unemployed,3,female,guarantor,2,building society savings agreement / life insurance,30,stores,own,2,skilled employee / official,2,none,no,1,married/widowed
no checking account,22,critical account / other credits existing (not at this bank),furniture/equipment,6141,... < 100 DM,... >= 7 years,2,female,co-applicant,3,"car or other, not in savings account",43,stores,own,3,unskilled - resident,2,none,no,2,single
0 <= ... < 200 DM,26,all credits at this bank paid back duly,car (used),3949,... >= 1000 DM,... >= 7 years,2,female,none,4,building society savings agreement / life insurance,37,bank,for free,4,management / self-employed / highly qualified employee / officer,2,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,22,all credits at this bank paid back duly,car (new),10780,... < 100 DM,4 <= ... < 7 years,2,female,none,1,"car or other, not in savings account",29,stores,own,4,unemployed / unskilled - non-resident,2,none,yes,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,45,critical account / other credits existing (not at this bank),furniture/equipment,609,100 <= ... < 500 DM,4 <= ... < 7 years,2,male,guarantor,4,unknown / no property,51,bank,for free,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,20,existing credits paid back duly till now,retraining,250,... < 100 DM,... >= 7 years,2,male,guarantor,3,unknown / no property,27,stores,for free,1,skilled employee / official,1,none,yes,2,single
... < 0 DM,21,delay in paying off in the past,furniture/equipment,3326,100 <= ... < 500 DM,1 <= ... < 4 years,3,male,guarantor,4,unknown / no property,50,bank,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,37,delay in paying off in the past,car (used),2999,... >= 1000 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",26,stores,own,4,skilled employee / official,2,"yes, registered under customer's name",yes,2,single
no checking account,18,no credits taken / all credits paid back duly,others,4184,... >= 1000 DM,4 <= ... < 7 years,3,male,none,1,real estate,34,bank,own,2,unskilled - resident,2,none,yes,1,single
0 <= ... < 200 DM,26,critical account / other credits existing (not at this bank),furniture/equipment,10131,100 <= ... < 500 DM,... >= 7 years,3,female,guarantor,2,"car or other, not in savings account",42,stores,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,married/widowed
... < 0 DM,17,no credits taken / all credits paid back duly,education,4328,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male,co-applicant,4,building society savings agreement / life insurance,24,stores,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,24,existing credits paid back duly till now,radio/television,2255,... >= 1000 DM,... >= 7 years,3,male,co-applicant,2,unknown / no property,42,none,for free,3,skilled employee / official,2,"yes, registered under customer's name",no,1,single
0 <= ... < 200 DM,31,no credits taken / all credits paid back duly,others,2317,unknown / no savings account,unemployed,2,male,co-applicant,1,"car or other, not in savings account",30,bank,own,4,unemployed / unskilled - non-resident,2,none,no,1,married/widowed
no checking account,18,critical account / other credits existing (not at this bank),car (new),15945,100 <= ... < 500 DM,unemployed,1,female,none,2,unknown / no property,47,bank,rent,2,unemployed / unskilled - non-resident,2,none,no,1,married/widowed
no checking account,4,critical account / other credits existing (not at this bank),repairs,3032,... >= 1000 DM,unemployed,1,male,none,1,"car or other, not in savings account",31,none,for free,4,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,23,no credits taken / all credits paid back duly,education,6840,unknown / no savings account,1 <= ... < 4 years,4,female,co-applicant,2,unknown / no property,19,none,own,3,skilled employee / official,2,"yes, registered under customer's name",yes,2,single
... < 0 DM,24,all credits at this bank paid back duly,car (new),6808,100 <= ... < 500 DM,... >= 7 years,1,male,none,2,"car or other, not in savings account",33,stores,own,1,skilled employee / official,2,none,no,1,married/widowed
no checking account,59,delay in paying off in the past,retraining,2974,500 <= ... < 1000 DM,unemployed,4,male,guarantor,3,building society savings agreement / life insurance,26,none,rent,3,skilled employee / official,1,"yes, registered under customer's name",no,1,married/widowed
no checking account,35,no credits taken / all credits paid back duly,repairs,3543,... >= 1000 DM,4 <= ... < 7 years,2,female,none,3,"car or other, not in savings account",68,stores,rent,3,unskilled - resident,1,"yes, registered under customer's name",yes,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,24,critical account / other credits existing (not at this bank),domestic appliances,1944,500 <= ... < 1000 DM,... >= 7 years,2,male,guarantor,3,"car or other, not in savings account",36,stores,rent,4,management / self-employed / highly qualified employee / officer,1,none,no,2,single
no checking account,14,critical account / other credits existing (not at this bank),business,13509,500 <= ... < 1000 DM,... >= 7 years,3,male,guarantor,4,building society savings agreement / life insurance,37,bank,rent,2,unskilled - resident,1,"yes, registered under customer's name",no,1,single
0 <= ... < 200 DM,4,all credits at this bank paid back duly,car (used),5826,500 <= ... < 1000 DM,unemployed,1,female,none,1,unknown / no property,33,none,own,1,unemployed / unskilled - non-resident,1,none,no,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,23,all credits at this bank paid back duly,domestic appliances,1724,... < 100 DM,unemployed,4,male,co-applicant,4,"car or other, not in savings account",56,none,own,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,16,delay in paying off in the past,car (new),15945,unknown / no savings account,1 <= ... < 4 years,4,female,none,2,unknown / no property,68,bank,own,2,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,11,existing credits paid back duly till now,furniture/equipment,3960,unknown / no savings account,... >= 7 years,3,male,guarantor,4,real estate,34,none,for free,3,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,married/widowed
... < 0 DM,4,critical account / other credits existing (not at this bank),retraining,4933,unknown / no savings account,1 <= ... < 4 years,2,male,co-applicant,1,building society savings agreement / life insurance,47,stores,for free,3,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",no,1,single
... < 0 DM,4,delay in paying off in the past,domestic appliances,11102,unknown / no savings account,unemployed,3,male,guarantor,2,unknown / no property,38,bank,own,1,skilled employee / official,2,none,yes,2,married/widowed
0 <= ... < 200 DM,25,no credits taken / all credits paid back duly,furniture/equipment,4887,... < 100 DM,4 <= ... < 7 years,3,male,none,3,real estate,39,none,rent,3,unskilled - resident,1,none,no,1,single
... < 0 DM,24,critical account / other credits existing (not at this bank),car (new),12602,unknown / no savings account,1 <= ... < 4 years,3,female,guarantor,4,"car or other, not in savings account",56,none,rent,2,unskilled - resident,1,none,no,2,married/widowed
0 <= ... < 200 DM,29,critical account / other credits existing (not at this bank),car (new),2872,... >= 1000 DM,4 <= ... < 7 years,3,female,co-applicant,3,building society savings agreement / life insurance,34,none,own,4,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
no checking account,59,critical account / other credits existing (not at this bank),car (used),2340,unknown / no savings account,... < 1 year,2,male,none,3,real estate,54,none,own,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,6,delay in paying off in the past,radio/television,2719,unknown / no savings account,... < 1 year,4,female,none,2,"car or other, not in savings account",44,none,own,4,management / self-employed / highly qualified employee / officer,2,none,yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,62,all credits at this bank paid back duly,radio/television,8394,unknown / no savings account,4 <= ... < 7 years,1,male,none,2,building society savings agreement / life insurance,56,none,for free,2,skilled employee / official,2,none,no,1,divorced/separated
no checking account,67,delay in paying off in the past,others,6620,... < 100 DM,... < 1 year,4,female,co-applicant,2,"car or other, not in savings account",29,bank,for free,2,unskilled - resident,2,none,no,2,single
... < 0 DM,58,all credits at this bank paid back duly,car (used),7523,500 <= ... < 1000 DM,unemployed,2,female,none,1,real estate,20,stores,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,married/widowed
... < 0 DM,26,critical account / other credits existing (not at this bank),radio/television,3140,unknown / no savings account,1 <= ... < 4 years,4,female,co-applicant,3,real estate,73,stores,rent,3,skilled employee / official,2,"yes, registered under customer's name",no,2,divorced/separated
no checking account,21,no credits taken / all credits paid back duly,car (new),7846,unknown / no savings account,... >= 7 years,2,female,guarantor,4,real estate,44,bank,rent,3,management / self-employed / highly qualified employee / officer,1,none,no,1,divorced/separated
no checking account,4,all credits at this bank paid back duly,education,8642,unknown / no savings account,unemployed,4,female,none,2,real estate,71,none,for free,2,unskilled - resident,2,none,yes,2,married/widowed
... < 0 DM,4,existing credits paid back duly till now,education,3274,... >= 1000 DM,... < 1 year,2,female,none,2,unknown / no property,39,bank,own,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",no,2,married/widowed
no checking account,24,all credits at this bank paid back duly,car (new),9740,100 <= ... < 500 DM,... < 1 year,1,female,none,1,building society savings agreement / life insurance,23,none,rent,3,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
