checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship status
0 <= ... < 200 DM,53,delay in paying off in the past,car (used),9644,... < 100 DM,1 <= ... < 4 years,2,male,none,2,real estate,19,stores,rent,2,unemployed / unskilled - non-resident,2,none,no,2,single
... < 0 DM,24,existing credits paid back duly till now,radio/television,5363,100 <= ... < 500 DM,4 <= ... < 7 years,2,female,none,2,real estate,49,none,rent,2,management / self-employed / highly qualified employee / officer,1,none,yes,2,single
no checking account,33,no credits taken / all credits paid back duly,car (new),12395,100 <= ... < 500 DM,1 <= ... < 4 years,1,male,guarantor,2,unknown / no property,27,bank,own,4,skilled employee / official,2,none,no,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,19,existing credits paid back duly till now,car (used),3935,100 <= ... < 500 DM,... >= 7 years,2,male,co-applicant,4,building society savings agreement / life insurance,47,bank,own,2,skilled employee / official,1,none,no,2,single
0 <= ... < 200 DM,30,all credits at this bank paid back duly,repairs,3734,... < 100 DM,1 <= ... < 4 years,4,male,guarantor,3,"car or other, not in savings account",36,bank,own,3,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",no,2,single
0 <= ... < 200 DM,23,delay in paying off in the past,retraining,1715,100 <= ... < 500 DM,... >= 7 years,1,female,guarantor,4,real estate,25,bank,for free,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,furniture/equipment,1988,500 <= ... < 1000 DM,unemployed,1,male,co-applicant,3,real estate,31,bank,rent,1,unskilled - resident,2,none,yes,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,24,delay in paying off in the past,car (new),12718,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,guarantor,4,unknown / no property,25,bank,for free,2,management / self-employed / highly qualified employee / officer,1,none,no,1,single
... >= 200 DM / salary assignments for at least 1 year,24,no credits taken / all credits paid back duly,business,9854,500 <= ... < 1000 DM,1 <= ... < 4 years,1,female,none,2,real estate,31,bank,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,42,delay in paying off in the past,car (used),14088,... >= 1000 DM,1 <= ... < 4 years,1,female,co-applicant,2,unknown / no property,40,bank,rent,2,management / self-employed / highly qualified employee / officer,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,8,existing credits paid back duly till now,retraining,7684,... < 100 DM,1 <= ... < 4 years,3,female,co-applicant,4,real estate,28,none,for free,2,unemployed / unskilled - non-resident,2,none,no,2,single
no checking account,37,no credits taken / all credits paid back duly,retraining,15945,unknown / no savings account,unemployed,1,male,none,3,"car or other, not in savings account",74,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,35,all credits at this bank paid back duly,car (new),4765,unknown / no savings account,1 <= ... < 4 years,4,male,co-applicant,3,"car or other, not in savings account",43,none,for free,4,unskilled - resident,2,none,no,2,married/widowed
no checking account,4,all credits at this bank paid back duly,car (new),1688,... < 100 DM,... < 1 year,3,male,co-applicant,1,real estate,25,none,own,1,unskilled - resident,2,none,yes,2,single
no checking account,24,critical account / other credits existing (not at this bank),car (used),10447,unknown / no savings account,... >= 7 years,1,male,none,2,building society savings agreement / life insurance,22,bank,for free,4,skilled employee / official,2,"yes, registered under customer's name",yes,2,single
... >= 200 DM / salary assignments for at least 1 year,9,all credits at this bank paid back duly,education,15945,... >= 1000 DM,4 <= ... < 7 years,3,female,guarantor,4,real estate,33,stores,rent,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",no,2,single
no checking account,41,existing credits paid back duly till now,retraining,4708,100 <= ... < 500 DM,4 <= ... < 7 years,2,male,guarantor,2,building society savings agreement / life insurance,37,stores,for free,1,unskilled - resident,1,"yes, registered under customer's name",no,1,divorced/separated
no checking account,21,no credits taken / all credits paid back duly,domestic appliances,5863,... < 100 DM,... < 1 year,1,male,guarantor,1,real estate,47,stores,own,2,unskilled - resident,1,"yes, registered under customer's name",no,1,single
... < 0 DM,19,delay in paying off in the past,car (used),8132,unknown / no savings account,1 <= ... < 4 years,4,female,none,4,real estate,62,none,own,2,skilled employee / official,1,none,no,2,divorced/separated
0 <= ... < 200 DM,13,delay in paying off in the past,education,13100,... < 100 DM,unemployed,4,female,none,3,"car or other, not in savings account",49,none,own,1,skilled employee / official,1,none,yes,1,married/widowed
no checking account,10,delay in paying off in the past,education,15945,100 <= ... < 500 DM,4 <= ... < 7 years,3,female,guarantor,4,real estate,39,stores,for free,2,unemployed / unskilled - non-resident,2,none,no,2,divorced/separated
0 <= ... < 200 DM,16,critical account / other credits existing (not at this bank),business,4142,unknown / no savings account,unemployed,1,female,guarantor,4,building society savings agreement / life insurance,20,stores,rent,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,married/widowed
no checking account,72,critical account / other credits existing (not at this bank),education,3669,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,none,1,real estate,50,bank,for free,2,unskilled - resident,1,"yes, registered under customer's name",no,2,divorced/separated
no checking account,19,no credits taken / all credits paid back duly,business,2282,... < 100 DM,... < 1 year,3,male,none,2,building society savings agreement / life insurance,32,none,own,3,management / self-employed / highly qualified employee / officer,1,none,no,2,single
no checking account,27,all credits at this bank paid back duly,furniture/equipment,3813,100 <= ... < 500 DM,1 <= ... < 4 years,4,female,co-applicant,3,real estate,24,bank,own,1,unskilled - resident,2,"yes, registered under customer's name",no,1,divorced/separated
no checking account,22,no credits taken / all credits paid back duly,car (new),3355,unknown / no savings account,unemployed,1,male,guarantor,4,real estate,19,none,rent,2,skilled employee / official,1,none,no,2,divorced/separated
0 <= ... < 200 DM,13,critical account / other credits existing (not at this bank),retraining,1834,100 <= ... < 500 DM,1 <= ... < 4 years,3,female,guarantor,1,real estate,36,stores,for free,4,skilled employee / official,1,none,no,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,20,delay in paying off in the past,car (new),2873,... >= 1000 DM,unemployed,2,female,guarantor,3,"car or other, not in savings account",19,bank,for free,3,unskilled - resident,2,none,yes,1,divorced/separated
0 <= ... < 200 DM,12,all credits at this bank paid back duly,car (new),15945,100 <= ... < 500 DM,4 <= ... < 7 years,2,male,co-applicant,4,"car or other, not in savings account",57,stores,for free,4,unemployed / unskilled - non-resident,2,none,yes,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,11,delay in paying off in the past,retraining,8799,unknown / no savings account,4 <= ... < 7 years,1,male,guarantor,1,real estate,34,bank,rent,4,skilled employee / official,2,none,yes,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,5,critical account / other credits existing (not at this bank),furniture/equipment,3716,... >= 1000 DM,... < 1 year,2,female,none,4,real estate,43,none,rent,1,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",yes,1,single
... < 0 DM,11,delay in paying off in the past,car (new),15945,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male,none,3,building society savings agreement / life insurance,22,none,own,4,unskilled - resident,1,"yes, registered under customer's name",no,1,single
no checking account,8,no credits taken / all credits paid back duly,car (new),1044,100 <= ... < 500 DM,... < 1 year,3,male,guarantor,3,building society savings agreement / life insurance,36,none,for free,4,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,16,all credits at this bank paid back duly,radio/television,10543,... < 100 DM,... < 1 year,2,male,none,2,real estate,30,stores,for free,2,skilled employee / official,2,none,no,1,divorced/separated
no checking account,17,critical account / other credits existing (not at this bank),retraining,2374,100 <= ... < 500 DM,1 <= ... < 4 years,2,female,guarantor,3,real estate,37,stores,rent,4,skilled employee / official,2,"yes, registered under customer's name",no,1,single
... >= 200 DM / salary assignments for at least 1 year,12,delay in paying off in the past,education,2490,100 <= ... < 500 DM,... < 1 year,4,female,none,3,unknown / no property,25,bank,rent,4,unskilled - resident,2,"yes, registered under customer's name",no,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,23,no credits taken / all credits paid back duly,car (used),250,... < 100 DM,unemployed,4,male,none,4,unknown / no property,19,bank,for free,1,unemployed / unskilled - non-resident,1,none,no,1,divorced/separated
no checking account,20,critical account / other credits existing (not at this bank),education,487,... >= 1000 DM,... < 1 year,4,male,none,2,real estate,37,bank,rent,1,unemployed / unskilled - non-resident,2,none,no,2,single
0 <= ... < 200 DM,28,existing credits paid back duly till now,domestic appliances,3564,... < 100 DM,1 <= ... < 4 years,1,female,none,3,"car or other, not in savings account",45,none,for free,2,skilled employee / official,2,none,no,1,married/widowed
0 <= ... < 200 DM,4,no credits taken / all credits paid back duly,car (used),3441,100 <= ... < 500 DM,1 <= ... < 4 years,1,male,none,3,real estate,28,stores,for free,2,unskilled - resident,2,none,no,1,divorced/separated
0 <= ... < 200 DM,6,existing credits paid back duly till now,radio/television,1638,100 <= ... < 500 DM,4 <= ... < 7 years,2,female,none,4,real estate,25,none,own,2,skilled employee / official,2,"yes, registered under customer's name",no,1,married/widowed
no checking account,25,critical account / other credits existing (not at this bank),furniture/equipment,3053,100 <= ... < 500 DM,... >= 7 years,4,female,co-applicant,4,"car or other, not in savings account",19,stores,own,1,unskilled - resident,1,"yes, registered under customer's name",no,2,divorced/separated
no checking account,15,existing credits paid back duly till now,education,5312,100 <= ... < 500 DM,... < 1 year,2,female,none,3,"car or other, not in savings account",27,stores,own,2,unskilled - resident,2,"yes, registered under customer's name",no,1,divorced/separated
no checking account,36,delay in paying off in the past,car (used),1881,100 <= ... < 500 DM,unemployed,1,male,co-applicant,3,"car or other, not in savings account",32,stores,rent,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",no,1,divorced/separated
0 <= ... < 200 DM,23,no credits taken / all credits paid back duly,car (used),250,100 <= ... < 500 DM,1 <= ... < 4 years,3,male,guarantor,3,"car or other, not in savings account",37,bank,rent,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,2,single
... >= 200 DM / salary assignments for at least 1 year,33,no credits taken / all credits paid back duly,car (new),3681,100 <= ... < 500 DM,4 <= ... < 7 years,2,male,co-applicant,4,unknown / no property,43,none,own,1,skilled employee / official,2,none,no,1,single
0 <= ... < 200 DM,11,critical account / other credits existing (not at this bank),business,2014,unknown / no savings account,4 <= ... < 7 years,1,male,co-applicant,4,building society savings agreement / life insurance,23,none,for free,2,skilled employee / official,1,"yes, registered under customer's name",no,1,single
... < 0 DM,44,no credits taken / all credits paid back duly,car (used),10759,100 <= ... < 500 DM,... >= 7 years,3,female,none,2,real estate,26,none,own,3,skilled employee / official,2,"yes, registered under customer's name",no,2,married/widowed
no checking account,23,all credits at this bank paid back duly,repairs,8724,100 <= ... < 500 DM,4 <= ... < 7 years,2,female,guarantor,4,real estate,31,bank,own,2,skilled employee / official,1,"yes, registered under customer's name",no,2,married/widowed
0 <= ... < 200 DM,18,no credits taken / all credits paid back duly,car (new),2453,100 <= ... < 500 DM,unemployed,4,female,co-applicant,3,unknown / no property,26,none,rent,1,unemployed / unskilled - non-resident,1,none,no,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,48,no credits taken / all credits paid back duly,furniture/equipment,3355,100 <= ... < 500 DM,... >= 7 years,1,female,guarantor,2,building society savings agreement / life insurance,44,bank,for free,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",no,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,22,no credits taken / all credits paid back duly,retraining,250,100 <= ... < 500 DM,unemployed,3,male,guarantor,3,building society savings agreement / life insurance,48,none,own,2,skilled employee / official,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,27,delay in paying off in the past,education,5668,... >= 1000 DM,4 <= ... < 7 years,1,male,none,1,unknown / no property,33,stores,for free,3,unskilled - resident,1,none,no,2,married/widowed
0 <= ... < 200 DM,13,delay in paying off in the past,car (new),3408,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male,co-applicant,3,real estate,24,bank,rent,2,management / self-employed / highly qualified employee / officer,2,none,yes,2,single
... < 0 DM,4,no credits taken / all credits paid back duly,radio/television,7129,... < 100 DM,... < 1 year,2,male,guarantor,2,real estate,55,bank,rent,2,unskilled - resident,2,"yes, registered under customer's name",no,1,married/widowed
... < 0 DM,12,existing credits paid back duly till now,furniture/equipment,7953,100 <= ... < 500 DM,1 <= ... < 4 years,1,male,guarantor,2,unknown / no property,38,stores,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
no checking account,43,delay in paying off in the past,education,15701,... >= 1000 DM,... >= 7 years,4,male,guarantor,4,real estate,19,none,rent,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,2,married/widowed
0 <= ... < 200 DM,48,critical account / other credits existing (not at this bank),car (used),773,... >= 1000 DM,... < 1 year,2,male,guarantor,1,building society savings agreement / life insurance,31,bank,rent,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
no checking account,38,existing credits paid back duly till now,domestic appliances,2278,unknown / no savings account,... < 1 year,1,male,guarantor,3,building society savings agreement / life insurance,28,stores,own,1,skilled employee / official,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,16,delay in paying off in the past,radio/television,2876,unknown / no savings account,4 <= ... < 7 years,1,female,guarantor,4,real estate,31,none,for free,1,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,23,existing credits paid back duly till now,car (new),13729,... >= 1000 DM,unemployed,1,male,none,3,real estate,19,none,for free,2,skilled employee / official,2,none,yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,23,existing credits paid back duly till now,radio/television,1398,... < 100 DM,... < 1 year,2,female,none,2,"car or other, not in savings account",40,bank,rent,2,unskilled - resident,1,"yes, registered under customer's name",no,1,single
no checking account,22,delay in paying off in the past,car (new),3744,100 <= ... < 500 DM,4 <= ... < 7 years,2,female,guarantor,3,unknown / no property,57,stores,for free,4,skilled employee / official,2,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,4,critical account / other credits existing (not at this bank),others,3547,unknown / no savings account,... < 1 year,3,male,co-applicant,2,real estate,24,stores,for free,1,unskilled - resident,2,"yes, registered under customer's name",no,1,married/widowed
0 <= ... < 200 DM,4,no credits taken / all credits paid back duly,business,2471,... >= 1000 DM,unemployed,1,female,co-applicant,3,real estate,28,stores,rent,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,married/widowed
0 <= ... < 200 DM,4,delay in paying off in the past,business,7361,500 <= ... < 1000 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",43,stores,for free,2,unemployed / unskilled - non-resident,1,none,no,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,21,existing credits paid back duly till now,car (used),3789,500 <= ... < 1000 DM,unemployed,2,male,none,1,"car or other, not in savings account",42,bank,for free,1,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",no,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,63,delay in paying off in the past,repairs,1654,500 <= ... < 1000 DM,... < 1 year,1,female,none,3,real estate,41,none,own,4,skilled employee / official,2,none,no,2,single
... >= 200 DM / salary assignments for at least 1 year,36,delay in paying off in the past,retraining,250,500 <= ... < 1000 DM,... >= 7 years,4,female,none,4,building society savings agreement / life insurance,29,none,own,1,unemployed / unskilled - non-resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,11,existing credits paid back duly till now,car (new),2595,unknown / no savings account,1 <= ... < 4 years,4,female,co-applicant,1,unknown / no property,36,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
... < 0 DM,22,no credits taken / all credits paid back duly,business,5080,unknown / no savings account,... < 1 year,2,female,none,1,"car or other, not in savings account",32,none,for free,2,management / self-employed / highly qualified employee / officer,2,none,yes,1,single
no checking account,23,all credits at this bank paid back duly,domestic appliances,8401,unknown / no savings account,... < 1 year,1,female,co-applicant,1,building society savings agreement / life insurance,31,stores,for free,3,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,23,existing credits paid back duly till now,domestic appliances,5932,... >= 1000 DM,1 <= ... < 4 years,4,male,guarantor,1,building society savings agreement / life insurance,54,none,for free,1,skilled employee / official,1,none,no,1,single
... < 0 DM,20,no credits taken / all credits paid back duly,business,2936,500 <= ... < 1000 DM,unemployed,3,female,guarantor,4,building society savings agreement / life insurance,19,stores,rent,2,unskilled - resident,1,none,yes,1,divorced/separated
no checking account,47,delay in paying off in the past,radio/television,4287,100 <= ... < 500 DM,... < 1 year,1,male,co-applicant,1,building society savings agreement / life insurance,30,bank,for free,2,unemployed / unskilled - non-resident,2,none,no,2,married/widowed
... < 0 DM,17,no credits taken / all credits paid back duly,car (new),3141,500 <= ... < 1000 DM,1 <= ... < 4 years,2,female,co-applicant,3,"car or other, not in savings account",51,none,rent,4,unskilled - resident,2,"yes, registered under customer's name",yes,1,married/widowed
no checking account,21,delay in paying off in the past,others,364,100 <= ... < 500 DM,... >= 7 years,4,male,co-applicant,4,unknown / no property,21,none,rent,1,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",yes,1,married/widowed
no checking account,27,delay in paying off in the past,others,4043,500 <= ... < 1000 DM,... >= 7 years,3,female,co-applicant,2,"car or other, not in savings account",67,none,rent,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,married/widowed
no checking account,7,critical account / other credits existing (not at this bank),furniture/equipment,1581,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male,none,4,unknown / no property,37,bank,for free,2,unemployed / unskilled - non-resident,2,none,yes,1,divorced/separated
no checking account,13,existing credits paid back duly till now,radio/television,3988,... >= 1000 DM,... >= 7 years,3,male,none,1,building society savings agreement / life insurance,26,none,rent,4,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,10,all credits at this bank paid back duly,education,9574,500 <= ... < 1000 DM,4 <= ... < 7 years,1,male,guarantor,4,"car or other, not in savings account",36,stores,own,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,2,married/widowed
0 <= ... < 200 DM,15,delay in paying off in the past,radio/television,1883,100 <= ... < 500 DM,unemployed,2,female,co-applicant,3,unknown / no property,69,bank,rent,1,management / self-employed / highly qualified employee / officer,1,none,no,2,divorced/separated
no checking account,10,no credits taken / all credits paid back duly,education,5149,100 <= ... < 500 DM,... >= 7 years,4,male,co-applicant,1,real estate,19,bank,own,2,skilled employee / official,1,none,yes,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,12,no credits taken / all credits paid back duly,domestic appliances,1341,500 <= ... < 1000 DM,... < 1 year,2,male,none,1,unknown / no property,21,bank,for free,1,skilled employee / official,2,"yes, registered under customer's name",no,2,married/widowed
... < 0 DM,24,existing credits paid back duly till now,retraining,250,100 <= ... < 500 DM,unemployed,2,male,guarantor,2,"car or other, not in savings account",34,stores,for free,1,management / self-employed / highly qualified employee / officer,2,none,yes,2,single
... < 0 DM,8,existing credits paid back duly till now,car (new),8326,... < 100 DM,1 <= ... < 4 years,4,female,co-applicant,2,"car or other, not in savings account",40,bank,own,2,unemployed / unskilled - non-resident,2,none,no,1,married/widowed
0 <= ... < 200 DM,23,existing credits paid back duly till now,domestic appliances,2775,unknown / no savings account,1 <= ... < 4 years,3,male,co-applicant,4,real estate,23,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,25,critical account / other credits existing (not at this bank),retraining,5893,100 <= ... < 500 DM,... >= 7 years,3,female,co-applicant,2,real estate,21,stores,for free,2,skilled employee / official,1,none,no,1,single
... < 0 DM,8,existing credits paid back duly till now,repairs,13005,... < 100 DM,... >= 7 years,1,male,co-applicant,2,"car or other, not in savings account",27,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,17,all credits at this bank paid back duly,car (used),2531,100 <= ... < 500 DM,... < 1 year,2,female,guarantor,3,unknown / no property,44,stores,for free,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,28,all credits at this bank paid back duly,domestic appliances,3085,500 <= ... < 1000 DM,... >= 7 years,2,male,none,3,unknown / no property,21,bank,own,2,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",yes,1,single
no checking account,18,no credits taken / all credits paid back duly,retraining,2151,500 <= ... < 1000 DM,... >= 7 years,3,female,none,2,building society savings agreement / life insurance,32,stores,rent,1,skilled employee / official,1,none,no,1,single
... < 0 DM,35,delay in paying off in the past,radio/television,12299,... >= 1000 DM,... < 1 year,3,male,co-applicant,2,"car or other, not in savings account",36,stores,for free,2,unemployed / unskilled - non-resident,2,none,yes,2,divorced/separated
... < 0 DM,23,no credits taken / all credits paid back duly,education,5052,unknown / no savings account,... < 1 year,3,female,none,4,building society savings agreement / life insurance,35,stores,for free,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,13,existing credits paid back duly till now,education,15945,... >= 1000 DM,4 <= ... < 7 years,3,male,co-applicant,4,unknown / no property,19,stores,rent,2,skilled employee / official,2,none,no,2,divorced/separated
0 <= ... < 200 DM,35,all credits at this bank paid back duly,others,12078,... >= 1000 DM,4 <= ... < 7 years,1,female,guarantor,2,building society savings agreement / life insurance,46,bank,for free,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",no,2,married/widowed
... < 0 DM,21,delay in paying off in the past,radio/television,1951,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male,co-applicant,1,real estate,39,none,for free,1,unskilled - resident,2,"yes, registered under customer's name",no,1,divorced/separated
... < 0 DM,19,existing credits paid back duly till now,car (new),971,... >= 1000 DM,... < 1 year,2,male,none,2,real estate,23,stores,own,2,skilled employee / official,2,none,yes,2,divorced/separated
no checking account,12,delay in paying off in the past,education,2428,100 <= ... < 500 DM,1 <= ... < 4 years,1,male,co-applicant,3,building society savings agreement / life insurance,43,none,rent,2,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",yes,2,married/widowed
... < 0 DM,4,critical account / other credits existing (not at this bank),repairs,1618,100 <= ... < 500 DM,... >= 7 years,4,male,guarantor,3,building society savings agreement / life insurance,48,bank,own,2,unskilled - resident,1,none,yes,1,divorced/separated
no checking account,6,no credits taken / all credits paid back duly,radio/television,6131,unknown / no savings account,1 <= ... < 4 years,3,female,guarantor,4,real estate,71,none,own,2,skilled employee / official,2,"yes, registered under customer's name",yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,business,15945,... < 100 DM,1 <= ... < 4 years,4,female,none,3,unknown / no property,19,stores,for free,2,unskilled - resident,1,"yes, registered under customer's name",yes,2,married/widowed
0 <= ... < 200 DM,33,existing credits paid back duly till now,car (used),15945,... < 100 DM,1 <= ... < 4 years,3,male,none,2,unknown / no property,39,bank,rent,1,skilled employee / official,2,"yes, registered under customer's name",no,2,married/widowed
... < 0 DM,4,critical account / other credits existing (not at this bank),domestic appliances,9751,unknown / no savings account,... < 1 year,1,male,guarantor,3,real estate,29,stores,for free,1,unemployed / unskilled - non-resident,2,none,yes,1,single
... < 0 DM,41,delay in paying off in the past,retraining,8171,... >= 1000 DM,4 <= ... < 7 years,1,male,none,1,building society savings agreement / life insurance,34,stores,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,32,delay in paying off in the past,car (used),12385,... >= 1000 DM,... < 1 year,2,female,none,3,unknown / no property,21,bank,for free,2,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",no,2,single
... >= 200 DM / salary assignments for at least 1 year,33,existing credits paid back duly till now,car (used),1439,500 <= ... < 1000 DM,... < 1 year,2,male,none,3,real estate,41,bank,own,2,management / self-employed / highly qualified employee / officer,2,none,yes,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,22,existing credits paid back duly till now,repairs,2473,... >= 1000 DM,1 <= ... < 4 years,1,female,guarantor,1,"car or other, not in savings account",36,stores,for free,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",no,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,31,critical account / other credits existing (not at this bank),education,12683,500 <= ... < 1000 DM,... < 1 year,1,male,none,2,unknown / no property,55,none,for free,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,married/widowed
0 <= ... < 200 DM,36,delay in paying off in the past,others,15945,500 <= ... < 1000 DM,... < 1 year,2,male,none,3,unknown / no property,37,stores,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,25,delay in paying off in the past,domestic appliances,7876,... < 100 DM,1 <= ... < 4 years,4,male,none,4,unknown / no property,52,bank,for free,1,skilled employee / official,2,none,no,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,32,delay in paying off in the past,repairs,5426,unknown / no savings account,... < 1 year,2,male,none,2,"car or other, not in savings account",54,stores,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,married/widowed
0 <= ... < 200 DM,23,no credits taken / all credits paid back duly,furniture/equipment,5816,... < 100 DM,1 <= ... < 4 years,3,male,none,3,"car or other, not in savings account",35,none,own,2,skilled employee / official,1,"yes, registered under customer's name",no,1,single
no checking account,10,all credits at this bank paid back duly,business,1617,... < 100 DM,1 <= ... < 4 years,3,male,none,3,real estate,25,bank,rent,2,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,38,delay in paying off in the past,repairs,2033,... >= 1000 DM,1 <= ... < 4 years,1,female,guarantor,4,"car or other, not in savings account",25,stores,own,4,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,2,single
... < 0 DM,4,existing credits paid back duly till now,car (used),6812,... < 100 DM,1 <= ... < 4 years,3,male,co-applicant,1,real estate,32,stores,for free,1,skilled employee / official,2,"yes, registered under customer's name",no,1,divorced/separated
... < 0 DM,8,no credits taken / all credits paid back duly,domestic appliances,3975,... < 100 DM,1 <= ... < 4 years,4,male,guarantor,1,building society savings agreement / life insurance,30,stores,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,married/widowed
no checking account,41,existing credits paid back duly till now,domestic appliances,15945,500 <= ... < 1000 DM,4 <= ... < 7 years,1,male,guarantor,3,building society savings agreement / life insurance,49,none,rent,3,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,42,critical account / other credits existing (not at this bank),repairs,3297,... < 100 DM,unemployed,3,male,guarantor,4,real estate,34,stores,rent,2,skilled employee / official,1,none,yes,1,married/widowed
... < 0 DM,14,delay in paying off in the past,business,13948,unknown / no savings account,... >= 7 years,2,female,none,3,"car or other, not in savings account",36,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,52,critical account / other credits existing (not at this bank),radio/television,6648,unknown / no savings account,... < 1 year,4,male,co-applicant,1,building society savings agreement / life insurance,27,none,for free,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",no,2,divorced/separated
... < 0 DM,27,critical account / other credits existing (not at this bank),radio/television,11112,100 <= ... < 500 DM,1 <= ... < 4 years,4,female,none,2,unknown / no property,33,none,for free,4,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",no,1,married/widowed
0 <= ... < 200 DM,23,critical account / other credits existing (not at this bank),business,3644,unknown / no savings account,4 <= ... < 7 years,2,male,none,3,"car or other, not in savings account",36,stores,rent,1,skilled employee / official,2,none,yes,2,single
0 <= ... < 200 DM,4,all credits at this bank paid back duly,repairs,1488,500 <= ... < 1000 DM,... < 1 year,2,male,co-applicant,1,"car or other, not in savings account",26,bank,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
